part_number,supplier_code,supplier_part_number,supplier_cost,is_preferred
25-45258,MM,25-45258,1.8,True
25-457101,MM,25-457101,1.85,True
25-45711,MM,25-45711,0.9,True
25-62705,MM,25-62705,0.8,True
25-70937,MM,25-70937,2.65,True
25-7455,NAP,25-7455,15.03,True
25-804840,MM,25-804840,26.45,True
25-805331,MM,25-805331,1.0,True
25-806232,MM,25-806232,0.9,True
25-8071341,MM,25-8071341,4.95,True
25-807167,MM,25-807167,1.75,True
25-861844,MM,25-861844,3.85,True
25-865078,MM,25-865078,7.55,True
25-87400A2,MM,25-87400A2,23.95,True
25-888957,MM,25-888957,0.75,True
25-889316,MM,25-889316,2.7,True
25-892267530,MM,25-892267530,8.9,True
25-896523,MM,25-896523,1.35,True
25-897134,MM,25-897134,1.15,True
25-897135,MM,25-897135,0.9,True
25-898101126,MM,25-898101126,12.05,True
25-89879,MM,25-89879,0.8,True
25-8M0005958,MM,25-8M0005958,1.55,True
25-8M0030845,MM,25-8M0030845,0.9,True
25-8M0033321,MM,25-8M0033321,1.8,True
25-8M0034912,MM,25-8M0034912,2.65,True
25-8M0048519,MM,25-8M0048519,0.75,True
25-8M0053512,MM,25-8M0053512,0.5,True
25-8M0056686,MM,25-8M0056686,2.95,True
25-8M0065017,MM,25-8M0065017,21.35,True
25-8M0087846,MM,25-8M0087846,5.1,True
25-8M0142840,MM,25-8M0142840,0.85,True
25-8M0142854,MM,25-8M0142854,0.55,True
25-8M0142978,MM,25-8M0142978,3.3,True
25-8M0204673,MM,25-8M0204673,2.5,True
25-8M0204688,MM,25-8M0204688,1.8,True
25-8M0214926,MM,25-8M0214926,1.45,True
25-8M0214974,MM,25-8M0214974,4.1,True
25-8M0219168,MM,25-8M0219168,1.35,True
25-8M6001577,MM,25-8M6001577,4.05,True
25-90011,MM,25-90011,0.95,True
25-90196,MM,25-90196,2.4,True
25-97387,MM,25-97387,5.7,True
250-011535,EZL,250-011535,2.48,True
250-013276-10,EZL,250-013276-10,52.4,True
250-022583,EZL,250-022583,0.0,True
250-022724,EZL,250-022724,8.1,True
250-023606,EZL,250-023606,15.5,True
250-023712-10,EZL,250-023712-10,74.5,True
250-023715-10,EZL,250-023715-10,42.55,True
250-023715-12,EZL,250-023715-12,26.4,True
250-023716-10W,EZL,250-023716-10W,0.0,True
250-023716-12,EZL,250-023716-12,26.41,True
250-023921,EZL,250-023921,2.3,True
250-025170-12,EZL,250-025170-12,0.0,True
250-025171-12,EZL,250-025171-12,7.41,True
250-025173-12,EZL,250-025173-12,9.74,True
250-025174-12,EZL,250-025174-12,0.0,True
250-026731-10W,EZL,250-026731-10W,0.0,True
250-027631-01,EZL,250-027631-01,338.02,True
250-028056,EZL,250-028056,17.5,True
250-028227,EZL,250-028227,0.0,True
250-029691,EZL,250-029691,0.0,True
250-031620,EZL,250-031620,14.75,True
250-031632,EZL,250-031632,0.0,True
250-031977,EZL,250-031977,16.4,True
250-032127,EZL,250-032127,1.7,True
250-032128,EZL,250-032128,10.6,True
250-032128-11,EZL,250-032128-11,28.16,True
250-032130,EZL,250-032130,5.6,True
250-032131,EZL,250-032131,5.0,True
250-032132,EZL,250-032132,38.33,True
250-032133,EZL,250-032133,42.41,True
250-032133W,EZL,250-032133W,0.0,True
250-032135,EZL,250-032135,7.56,True
250-032259-01,EZL,250-032259-01,36.39,True
250-032261-10,EZL,250-032261-10,13.9,True
250-032262-10,EZL,250-032262-10,23.6,True
250-034119,EZL,250-034119,33.35,True
250-034298W,EZL,250-034298W,0.0,True
250-034511-03,EZL,250-034511-03,0.0,True
250-034512-03,EZL,250-034512-03,0.0,True
250-035018-10,EZL,250-035018-10,52.0,True
250-035506W,EZL,250-035506W,0.0,True
250-035590,EZL,250-035590,62.7,True
250-035591-10,EZL,250-035591-10,15.95,True
250-037058,EZL,250-037058,65.39,True
250-037427-01,EZL,250-037427-01,51.98,True
250-037564,EZL,250-037564,0.0,True
250-091405,EZL,250-091405,20.8,True
250-BP03511,LS,250-BP03511,10.66,True
25033,CW,25033,50.84,True
251-14HTFT,LS,251-14HTFT,8.76,True
25104,CW,25104,21.96,True
25141-92J00,SO,25141-92J00,19.21,True
25141-92J01,SO,25141-92J01,26.04,True
25141-93J00,SO,25141-93J00,13.7,True
25222-92J00,SO,25222-92J00,1.71,True
25222-92J01,SO,25222-92J01,1.67,True
25223-96J00,SO,25223-96J00,3.71,True
252584,DM,252584,214.73,True
252864,DM,252864,82.31,True
252914,DM,252914,88.54,True
252936,DM,252936,65.12,True
253055,DM,253055,50.95,True
253067,DM,253067,50.95,True
25325,CW,25325,29.99,True
254-27031,LS,254-27031,92.8,True
254-27051,LS,254-27051,92.8,True
254-27151,LS,254-27151,80.34,True
254-27411,LS,254-27411,92.8,True
254-27412,LS,254-27412,92.8,True
254-SP663,LS,254-SP663,50.11,True
254-SP665,LS,254-SP665,50.11,True
2541-S1,EES,2541-S1,2899.0,True
25439,MM,25439,0.75,True
254722,FM,254722,186.53,True
255-SXT3,LS,255-SXT3,29.17,True
255-TX125,LS,255-TX125,7.39,True
25500-98L00,SO,25500-98L00,829.98,True
2559XA,NAP,2559XA,118.96,True
256506,DM,256506,51.86,True
256746,DM,256746,26.94,True
25700-92J00,SO,25700-92J00,25.17,True
25700-93J00,SO,25700-93J00,20.12,True
25711-98L00,SO,25711-98L00,83.75,True
26-12224,MM,26-12224,13.75,True
26-14077,MM,26-14077,11.65,True
26-161622,MM,26-161622,11.35,True
26-16709A2,MM,26-16709A2,84.1,True
26-43035,MM,26-43035,9.95,True
26-43036,MM,26-43036,9.95,True
26-66302,MM,26-66302,9.75,True
26-76868,MM,26-76868,9.25,True
26-804349,MM,26-804349,12.1,True
26-807006,MM,26-807006,19.05,True
26-814669,MM,26-814669,10.1,True
26-8164641,MM,26-8164641,8.15,True
26-816575A2,MM,26-816575A2,5.45,True
26-820645A1,MM,26-820645A1,15.7,True
26-823894,MM,26-823894,17.95,True
26-830749,MM,26-830749,2.45,True
26-861694,MM,26-861694,39.45,True
26-865066,MM,26-865066,9.55,True
26-880596502,MM,26-880596502,20.75,True
26-88397,MM,26-88397,2.9,True
26-88397A1,MM,26-88397A1,30.25,True
26-88416,MM,26-88416,17.7,True
26-884462,MM,26-884462,8.9,True
26-888593,MM,26-888593,4.7,True
26-892361,MM,26-892361,8.85,True
26-89238,MM,26-89238,12.7,True
26-8M0007119,MM,26-8M0007119,2.85,True
26-8M0033928,MM,26-8M0033928,9.65,True
26-8M0142720,MM,26-8M0142720,0.4,True
26-8M0142979,MM,26-8M0142979,94.95,True
26-8M0162050,MM,26-8M0162050,8.4,True
26-8M0168880,MM,26-8M0168880,13.95,True
26-8M0188614,MM,26-8M0188614,4.9,True
26-8M0204670,MM,26-8M0204670,9.6,True
26-8M0204693,MM,26-8M0204693,2.6,True
26-8M0204708,MM,26-8M0204708,8.5,True
26-8M2005029,MM,26-8M2005029,14.95,True
26-965031,MM,26-965031,11.3,True
261192,CB,261192,0.0,True
2623,NAP,2623,3.2,True
2623,PMI,2623,46.0,True
263311,DM,263311,323.32,True
265-980573021,LS,265-980573021,163.1,True
2654921,DM,2654921,5.45,True
268SPRAY,PAX,268SPRAY,5.26,True
26932,PAX,26932,5.09,True
26H-21874-00-00,YA,26H-21874-00-00,4.24,True
27-11986,MM,27-11986,11.88,True
27-1363565,LS,27-1363565,1032.58,True
27-1363738,LS,27-1363738,2361.92,True
27-1363740,LS,27-1363740,1717.75,True
27-1363746,LS,27-1363746,2104.25,True
27-1363786,LS,27-1363786,2433.49,True
27-14250,MM,27-14250,3.4,True
27-14318005,MM,27-14318005,1.75,True
27-17467,MM,27-17467,54.65,True
27-1854017,LS,27-1854017,81.58,True
27-1865108,LS,27-1865108,15.13,True
27-1866077,LS,27-1866077,183.77,True
27-1866550,LS,27-1866550,157.31,True
27-190503,MM,27-190503,17.4,True
27-192061,MM,27-192061,2.5,True
27-331792,MM,27-331792,1.45,True
27-33395,MM,27-33395,7.1,True
27-34897,MM,27-34897,6.95,True
27-41610,MM,27-41610,9.6,True
27-42370,MM,27-42370,0.0,True
27-430068,MM,27-430068,4.9,True
27-430331,MM,27-430331,5.55,True
27-430472,MM,27-430472,6.6,True
27-46820,MM,27-46820,14.55,True
27-475901,MM,27-475901,1.7,True
27-52364,MM,27-52364,50.8,True
27-530451,MM,27-530451,2.85,True
27-64818A3,MM,27-64818A3,3.02,True
27-78690002,MM,27-78690002,2.05,True
27-802657,MM,27-802657,76.55,True
27-805760,MM,27-805760,2.7,True
27-806871,MM,27-806871,4.9,True
27-807218,MM,27-807218,2.35,True
27-807473A1,MM,27-807473A1,44.4,True
27-810846T,MM,27-810846T,119.95,True
27-8146801,MM,27-8146801,2.1,True
27-815528,MM,27-815528,12.55,True
27-816460,MM,27-816460,22.7,True
27-8172771,MM,27-8172771,2.85,True
27-818832,MM,27-818832,1.83,True
27-8228441,MM,27-8228441,14.87,True
27-822844T05,MM,27-822844T05,37.95,True
27-824853,MM,27-824853,0.0,True
27-828816,MM,27-828816,2.55,True
27-8503181,MM,27-8503181,2.5,True
27-850475,MM,27-850475,48.0,True
27-851040,MM,27-851040,25.95,True
27-857078,MM,27-857078,0.0,True
27-860232,MM,27-860232,3.93,True
27-862356,MM,27-862356,6.8,True
27-863724,MM,27-863724,9.15,True
27-863726,MM,27-863726,12.95,True
27-864850A02,MM,27-864850A02,40.55,True
27-866027,MM,27-866027,2.4,True
27-879150140,MM,27-879150140,38.45,True
27-887978,MM,27-887978,1.7,True
27-896142,MM,27-896142,16.9,True
27-8M0038753,MM,27-8M0038753,22.4,True
27-8M0046588,MM,27-8M0046588,11.4,True
27-8M0054712,MM,27-8M0054712,65.45,True
27-8M0057703,MM,27-8M0057703,26.55,True
27-8M0077608,MM,27-8M0077608,8.95,True
27-8M0079167,MM,27-8M0079167,0.6,True
27-8M0082419,MM,27-8M0082419,0.7,True
27-8M0088745,MM,27-8M0088745,10.25,True
27-8M0119616,MM,27-8M0119616,1.55,True
27-8M0142274,MM,27-8M0142274,16.95,True
27-8M0150304,MM,27-8M0150304,118.1,True
27-8M0150306,MM,27-8M0150306,67.35,True
27-8M0157630,MM,27-8M0157630,23.55,True
27-8M0177107,MM,27-8M0177107,6.35,True
27-8M0204692,MM,27-8M0204692,2.65,True
27-8M0205773,MM,27-8M0205773,21.95,True
27-8M0214924,MM,27-8M0214924,1.5,True
27-8M0214960,MM,27-8M0214960,2.95,True
27-8M0224241,MM,27-8M0224241,3.4,True
27-8M0224375,MM,27-8M0224375,7.55,True
27-8M0230581,MM,27-8M0230581,61.95,True
27-8M0238323,MM,27-8M0238323,5.1,True
27-8M2000819,GCM,27-8M2000819,12.675,True
27-8M2000819,MM,27-8M2000819,10.65,True
27-8M2004414,MM,27-8M2004414,39.05,True
27-8M2010475,MM,27-8M2010475,1.4,True
27-8M4502052,MM,27-8M4502052,3.25,True
27-90430,MM,27-90430,0.4,True
27-904301,MM,27-904301,1.3,True
27-94996Q2,MM,27-94996Q2,10.35,True
27-99757,MM,27-99757,7.2,True
27-997772,MM,27-997772,2.3,True
270101,VP,270101,18.27,True
271-YBP0202,LS,271-YBP0202,17.08,True
274-271584,LS,274-271584,33.24,True
274-271585,LS,274-271585,39.88,True
274-281594,LS,274-281594,40.02,True
274-281595,LS,274-281595,45.66,True
274-407530,LS,274-407530,51.87,True
274-407535,LS,274-407535,63.17,True
275-2443946,LS,275-2443946,6.49,True
275-35701210,LS,275-35701210,67.07,True
275-35711210,LS,275-35711210,71.09,True
275-4238121E07,LS,275-4238121E07,168.24,True
275-4248153E09,LS,275-4248153E09,205.25,True
275-4248153e09,LS,275-4248153e09,176.07,True
275-4338121E07,LS,275-4338121E07,214.74,True
275-9462000,LS,275-9462000,57.79,True
275506,DM,275506,16.07,True
275568,DM,275568,32.62,True
279-F14211,LS,279-F14211,35.55,True
279-F17634,LS,279-F17634,26.64,True
27AGM,BDS,27AGM,188.2,True
27M-AGM-A,IBSA,27M-AGM-A,201.95,True
27M-XHD,IBSA,27M-XHD,110.66,True
28-803749,MM,28-803749,3.65,True
28-8M0032833,MM,28-8M0032833,2.1,True
281660,BAR,281660,699.99,True
281660,DM,281660,1726.85,True
282-62604,LS,282-62604,2.22,True
282-62M05,LS,282-62M05,2.22,True
282-62M08,LS,282-62M08,2.47,True
282717,CB,282717,0.0,True
283387,DM,283387,10.65,True
283399,DM,283399,6.22,True
283933,DM,283933,3.68,True
28400-zv1-0832zb,HP,28400-zv1-0832zb,48.01,True
284037,DM,284037,3.61,True
28422-ZVD-003,HP,28422-ZVD-003,3.05,True
28433-ZE1-711,HP,28433-ZE1-711,5.66,True
28441-ZH8-003,HP,28441-ZH8-003,2.94,True
28443-ZH8-003,HP,28443-ZH8-003,2.91,True
284563,CB,284563,5.5,True
284596,DM,284596,189.37,True
284598,DM,284598,257.39,True
284610,DM,284610,10.12,True
285-550050745,LS,285-550050745,4.92,True
289,ABT,289,100.94,True
289590,DM,289590,6.29,True
289591,DM,289591,14.62,True
289618,DM,289618,5.38,True
289632,DM,289632,14.26,True
2899066,DM,2899066,4.54,True
29-10,LS,29-10,115.84,True
29-20R,LS,29-20R,47.22,True
29-255,LS,29-255,109.29,True
29-27DA,LS,29-27DA,61.8,True
29-35A,LS,29-35A,45.35,True
29-401C,LS,29-401C,64.45,True
29-40A,LS,29-40A,58.16,True
29-601C,LS,29-601C,59.81,True
29-RM1100B,LS,29-RM1100B,144.45,True
29-RM2000A,LS,29-RM2000A,331.79,True
29-RM800B,LS,29-RM800B,116.1,True
290-001423,EZL,290-001423,1.09,True
290-001522,EZL,290-001522,1.35,True
290-001528,EZL,290-001528,2.27,True
290-002557,EZL,290-002557,0.85,True
290-002579,EZL,290-002579,0.45,True
290-002598,EZL,290-002598,1.06,True
290-002608,EZL,290-002608,0.45,True
290-002635,EZL,290-002635,0.2,True
290-011847,EZL,290-011847,0.5,True
290-015328,EZL,290-015328,0.45,True
290-021257,EZL,290-021257,1.0,True
290-023061,EZL,290-023061,0.85,True
290-023740,EZL,290-023740,0.8,True
290-031564,EZL,290-031564,0.0,True
290-032980,EZL,290-032980,0.35,True
290-034169,EZL,290-034169,0.0,True
290-034308,EZL,290-034308,1.65,True
290-035580,EZL,290-035580,1.05,True
290-G12024,LS,290-G12024,9.41,True
290185,CB,290185,0.0,True
292-42150,LS,292-42150,36.95,True
2957,BEN,2957,2.0,True
2S3-85896-02-00,YA,2S3-85896-02-00,76.99,True
3,HP,3,0.0,True
3-1755,NAP,3-1755,33.97,True
3-94-68n819,PMI,3-94-68n819,21.21,True
3-99000,LS,3-99000,15.97,True
30-16132T01,MM,30-16132T01,26.45,True
30-51350,SUN,30-51350,7.0,True
30-55050,SUN,30-55050,5.0,True
30-60794A4,MM,30-60794A4,41.95,True
30-879194A01,MM,30-879194A01,93.55,True
30-879194A02,MM,30-879194A02,83.15,True
30-98475T1,MM,30-98475T1,15.05,True
300-017444-10,EZL,300-017444-10,43.0,True
300-021259,EZL,300-021259,64.2,True
300-029534W,EZL,300-029534W,0.0,True
300-029567-10,EZL,300-029567-10,139.0,True
300-031650-10,EZL,300-031650-10,124.9,True
300-031652,EZL,300-031652,160.0,True
300-032585-10,EZL,300-032585-10,188.0,True
300-032854-10,EZL,300-032854-10,135.0,True
300-033534,EZL,300-033534,65.0,True
300-034348-03,EZL,300-034348-03,0.0,True
300-034424,EZL,300-034424,210.0,True
300-034425,EZL,300-034425,218.0,True
300-034464,EZL,300-034464,273.55,True
300-036957,EZL,300-036957,204.37,True
300-8M0044991,MM,300-8M0044991,62.2,True
300-8M0079202,MM,300-8M0079202,76.35,True
300-EZLOADER,EZL,300-EZLOADER,108.0,True
300-MISC,EZL,300-MISC,3.5,True
300518,PAX,300518,12.9,True
300549,DM,300549,16.94,True
30130,CW,30130,71.79,True
301877,BRP,301877,1.0,True
302-KS1,LS,302-KS1,210.18,True
302-MB0XX,LS,302-MB0XX,276.16,True
302-PVTOP,LS,302-PVTOP,151.88,True
302-SB4,LS,302-SB4,190.24,True
302-SD3,LS,302-SD3,2095.88,True
30212,PAX,30212,11.64,True
30213,PAX,30213,10.74,True
302954,DM,302954,18.61,True
30364,CW,30364,262.49,True
303910,DM,303910,26.47,True
304008,DM,304008,1251.89,True
305123,BRP,305123,1.0,True
30635Q3,MM,30635Q3,28.95,True
307-0969PT,LS,307-0969PT,5.73,True
307583,BRP,307583,0.35,True
30800,DM,30800,8.3,True
309028,DM,309028,12.59,True
31-21739,MM,31-21739,9.3,True
31-33138A1,MM,31-33138A1,44.1,True
31-42647A1,MM,31-42647A1,39.6,True
31-77420A1,MM,31-77420A1,0.0,True
31-803734,MM,31-803734,27.2,True
31-8806641,MM,31-8806641,2.95,True
31-8M0166756,MM,31-8M0166756,28.05,True
310-030616,LS,310-030616,15.82,True
310-30205,LS,310-30205,8.89,True
310-30212,LS,310-30212,12.94,True
310-30213,LS,310-30213,14.53,True
310-30306,LS,310-30306,17.46,True
310058,BRP,310058,1.0,True
310999S,CB,310999S,5.12,True
311.0069,SG,311.0069,0.0,True
311.0071,SG,311.0071,57.54,True
311.0073,SG,311.0073,21.14,True
31100-92J00,SO,31100-92J00,618.25,True
31100-96J02,SO,31100-96J02,608.7,True
311559S,CB,311559S,5.53,True
311602,CB,311602,12.86,True
311746,CB,311746,43.42,True
311747,CB,311747,83.76,True
311769S,CB,311769S,139.67,True
311806,CB,311806,7.29,True
311832,CB,311832,104.9,True
312.0042,SG,312.0042,49.78,True
312.0043,SG,312.0043,0.0,True
312.0045,SG,312.0045,141.86,True
312.0045W,SG,312.0045W,0.0,True
312.0046,SG,312.0046,80.52,True
312.0063,SG,312.0063,0.0,True
312.0079,SG,312.0079,350.06,True
312.0094,SG,312.0094,0.0,True
312.0096,SG,312.0096,58.24,True
312.0098,SG,312.0098,75.44,True
312.0098W,SG,312.0098W,0.0,True
312.0100,SG,312.0100,42.06,True
312.0116,SG,312.0116,64.86,True
312.0118,SG,312.0118,0.0,True
312.0119,SG,312.0119,0.0,True
312.0125,SG,312.0125,21.9,True
31211Q03,MM,31211Q03,6.17,True
312986,DM,312986,148.6,True
313446,BRP,313446,1.0,True
31431712,PS,31431712,429.99,True
3145-K,SPC,3145-K,30.0,True
314502,DM,314502,41.4,True
314503,DM,314503,27.6,True
314505,DM,314505,25.52,True
314506,DM,314506,25.52,True
314516,DM,314516,25.52,True
314518,DM,314518,27.33,True
314523,DM,314523,21.3,True
314816,DM,314816,20.36,True
31482,CW,31482,32.73,True
31492,CW,31492,151.35,True
315-DT3B,LS,315-DT3B,20.79,True
31501532,PS,31501532,516.99,True
315150,DM,315150,27.53,True
316213,DM,316213,58.23,True
31689,CW,31689,40.0,True
31690,CW,31690,40.0,True
31700-881-000,HP,31700-881-000,35.36,True
31716,CW,31716,90.11,True
31722,CW,31722,82.53,True
31725,CW,31725,40.0,True
31874,CW,31874,30.07,True
31902,CW,31902,157.49,True
31916-ZY3-003,HP,31916-ZY3-003,9.95,True
31AGM,BDS,31AGM,208.85,True
31ATTW99IFDV0T,TWB,31ATTW99IFDV0T,36.3,True
31M-AGM-A,IBSA,31M-AGM-A,200.6,True
31PENT3200003TW,TWB,31PENT3200003TW,114.1,True
31PENT3200103TW,TWB,31PENT3200103TW,114.1,True
31THAHJ10VHDBD,TWB,31THAHJ10VHDBD,400.4,True
32-1026,LS,32-1026,56.27,True
32-1085,LS,32-1085,15.01,True
32-11989,LS,32-11989,71.67,True
32-2020134626,LS,32-2020134626,183.72,True
32-310162P,LS,32-310162P,43.39,True
32-31016B2P,LS,32-31016B2P,41.23,True
32-31030,LS,32-31030,57.73,True
32-5042,LS,32-5042,25.29,True
32-5043,LS,32-5043,29.42,True
32-571023,LS,32-571023,33.87,True
32-571028,LS,32-571028,49.02,True
32-8424,LS,32-8424,24.41,True
32-85944975,MM,32-85944975,33.3,True
32-860207A1,MM,32-860207A1,91.95,True
32-863491,MM,32-863491,89.55,True
32-865394,MM,32-865394,60.15,True
32-892438016,MM,32-892438016,62.39,True
32-8M0028125,MM,32-8M0028125,11.3,True
32-8M0039077,MM,32-8M0039077,26.55,True
32-8M0040618,MM,32-8M0040618,17.75,True
32-8M0060404,MM,32-8M0060404,2.15,True
32-8M0062693,MM,32-8M0062693,40.34,True
32-8M0072504,MM,32-8M0072504,11.9,True
32-8M0077292,MM,32-8M0077292,9.3,True
32-8M0086990,MM,32-8M0086990,11.85,True
32-8M0090859,MM,32-8M0090859,47.8,True
32-8M0096482,MM,32-8M0096482,14.75,True
32-8M0102825,MM,32-8M0102825,36.35,True
32-8M0102826,MM,32-8M0102826,67.35,True
32-8M0142500,MM,32-8M0142500,24.0,True
32-8M0142528,MM,32-8M0142528,0.0,True
32-8M0152467,MM,32-8M0152467,144.26,True
32-8M0153722,MM,32-8M0153722,26.8,True
32-8M0162074,MM,32-8M0162074,115.55,True
32-8M0162100,MM,32-8M0162100,98.95,True
32-8M0163110,MM,32-8M0163110,17.4,True
32-8M2018584,MM,32-8M2018584,9.2,True
32-8M2018851,MM,32-8M2018851,45.05,True
32-8M2019570,MM,32-8M2019570,12.0,True
32-8M2021553,MM,32-8M2021553,16.6,True
32-903,LS,32-903,120.05,True
32-904,LS,32-904,129.14,True
32-905,LS,32-905,127.74,True
32-957128,LS,32-957128,101.61,True
32-973,LS,32-973,59.48,True
32-99904Q,MM,32-99904Q,39.25,True
320-018828,LIP,320-018828,0.0,True
320-300338,LS,320-300338,0.56,True
320-300341,LS,320-300341,0.95,True
32014,MM,32014,0.96,True
32084,CW,32084,90.13,True
321-29123,LS,321-29123,3.4,True
321-36031,LS,321-36031,12.94,True
321.0749,SG,321.0749,159.5,True
321.0766,SG,321.0766,0.0,True
321.0769,SG,321.0769,0.0,True
321.0770,SG,321.0770,444.4,True
321.1022,SG,321.1022,73.0,True
321.1023,SG,321.1023,0.0,True
321.1024,SG,321.1024,0.0,True
321.1037,SG,321.1037,0.0,True
321.1040,SG,321.1040,0.0,True
321.1045,SG,321.1045,0.0,True
321220,BRP,321220,2.0,True
32160-88L10,SO,32160-88L10,77.62,True
32160-88L11,SO,32160-88L11,63.04,True
322-0100165400,LS,322-0100165400,504.71,True
322-0100188605,LS,322-0100188605,299.08,True
322-0100209600,LS,322-0100209600,364.85,True
322-0100227700,LS,322-0100227700,689.18,True
322-0100252301,LS,322-0100252301,707.75,True
322-0100268801,LS,322-0100268801,1124.31,True
322-0101055000,LS,322-0101055000,35.91,True
322-0101161732,LS,322-0101161732,47.67,True
322-0101206710,LS,322-0101206710,96.77,True
322-0101309400,LS,322-0101309400,34.08,True
322-0101322804,LS,322-0101322804,96.76,True
32200-ZW7-000AH,HP,32200-ZW7-000AH,39.4,True
32327,NAP,32327,4.99,True
32329,NAP,32329,4.99,True
323460,DM,323460,33.31,True
32435,MM,32435,4.0,True
3247,NAP,3247,15.39,True
32571,CW,32571,13.88,True
327318,DM,327318,12.24,True
327319,DM,327319,12.38,True
328-HR80622,LS,328-HR80622,30.31,True
32800-90J30,SO,32800-90J30,207.57,True
32800-92J00,SO,32800-92J00,201.46,True
32900-92D20,SO,32900-92D20,306.12,True
32900-99J10,SO,32900-99J10,231.75,True
32914,CW,32914,6.99,True
32916,CW,32916,11.61,True
32919,CW,32919,25.88,True
32923,CW,32923,23.25,True
32924,CW,32924,25.15,True
32927,CW,32927,25.99,True
32941,CW,32941,26.15,True
32951,CW,32951,9.58,True
329923,BRP,329923,4.0,True
33-14103Q,MM,33-14103Q,11.55,True
33-22805,MM,33-22805,1.43,True
33-28916,MM,33-28916,0.73,True
33-803507,MM,33-803507,4.6,True
33-862029,MM,33-862029,5.15,True
33-883323001,MM,33-883323001,3.95,True
33-889246Q39,MM,33-889246Q39,19.05,True
33-896329833,MM,33-896329833,7.25,True
33-8M0057936,MM,33-8M0057936,3.55,True
33-8M0095454,MM,33-8M0095454,12.05,True
33-8M0114747,MM,33-8M0114747,4.45,True
33-8M0135348,MM,33-8M0135348,9.75,True
33-8M0157328,MM,33-8M0157328,10.15,True
33-8M0204728,MM,33-8M0204728,4.3,True
33-8M0204737,MM,33-8M0204737,10.15,True
33-8M0204739,MM,33-8M0204739,13.6,True
33-8M2018369,MM,33-8M2018369,13.1,True
33-941,MM,33-941,7.9,True
33-97182Q,MM,33-97182Q,4.45,True
330137,BRP,330137,5.0,True
3302-8109292,MM,3302-8109292,17.56,True
3302-9043,MM,3302-9043,1.47,True
3302-9044,MM,3302-9044,5.35,True
3302-90441,MM,3302-90441,2.47,True
3302-9061,MM,3302-9061,7.77,True
3303-803819A05,MM,3303-803819A05,161.95,True
330821,DM,330821,8.03,True
3310-810929003,MM,3310-810929003,21.3,True
3310-810929004,MM,3310-810929004,43.6,True
33116,CW,33116,66.89,True
33179,MM,33179,0.95,True
332-6,DM,332-6,53.3,True
332-DL3X,LS,332-DL3X,244.47,True
332-H001A,LS,332-H001A,44.86,True
33220-64L10,SO,33220-64L10,73.1,True
33220-76G02,SO,33220-76G02,79.34,True
33301,MM,33301,5.22,True
33301-2,PMI,33301-2,21.51,True
333625,DM,333625,24.14,True
333688,DM,333688,62.92,True
334.0022,SG,334.0022,0.0,True
33410-87J01,SO,33410-87J01,95.95,True
33410-90J00,SO,33410-90J00,140.18,True
33410-96L00,SO,33410-96L00,75.86,True
33410-99L00,SO,33410-99L00,61.98,True
335321,DM,335321,583.89,True
335463,BEC,335463,102.81,True
336-I,LS,336-I,751.11,True
33636,CW,33636,870.86,True
33740-90J00,SO,33740-90J00,26.33,True
338-ST129060,LS,338-ST129060,174.86,True
338106,DM,338106,21.3,True
338118,DM,338118,16.41,True
33830-98J11,SO,33830-98J11,92.57,True
338461,DM,338461,10.11,True
338473,DM,338473,14.26,True
338497,DM,338497,38.05,True
339-856991A1,MM,339-856991A1,112.25,True
339-880615T01,MM,339-880615T01,80.05,True
33920-96LR0,SO,33920-96LR0,900.67,True
33940-88LJ0,SO,33940-88LJ0,935.49,True
34-FF1125,LS,34-FF1125,12.41,True
34-IBV750S,LS,34-IBV750S,53.38,True
34000-96L49,SO,34000-96L49,385.64,True
341.0238,SG,341.0238,0.0,True
341.9712,SG,341.9712,0.0,True
341.9714,SG,341.9714,53.0,True
341.9735,SG,341.9735,0.0,True
341.9736,SG,341.9736,122.92,True
341.9739,SG,341.9739,0.0,True
341.9747W,SG,341.9747W,0.0,True
341.9751,SG,341.9751,0.0,True
341.9754,SG,341.9754,36.9,True
3415P,PMI,3415P,23.16,True
343.0093,SG,343.0093,0.0,True
344960,CB,344960,124.72,True
345057,CB,345057,52.18,True
345728,CB,345728,172.25,True
345729,CB,345729,209.44,True
34606773W,SMC,34606773W,0.0,True
346277,CB,346277,25.37,True
346277W,CB,346277W,0.0,True
346279,CB,346279,0.0,True
346288,CB,346288,8.68,True
346289,CB,346289,12.77,True
346314,CB,346314,36.0,True
346794,CB,346794,82.31,True
346795,CB,346795,44.33,True
346796,CB,346796,19.79,True
346805,CB,346805,138.7,True
346810,CB,346810,62.66,True
346811,CB,346811,98.75,True
346861,CB,346861,133.23,True
346866,CB,346866,159.88,True
346874,CB,346874,44.65,True
346886,CB,346886,159.88,True
346951,CB,346951,133.68,True
347030,CB,347030,139.59,True
347030,DM,347030,79.67,True
347168,CB,347168,55.06,True
347173,CB,347173,39.85,True
347173W,CB,347173W,0.0,True
347192,CB,347192,97.24,True
347421,CB,347421,230.83,True
347532,CB,347532,46.66,True
347532W,CB,347532W,0.0,True
347720,CB,347720,101.76,True
347765,DM,347765,6.76,True
347771,DM,347771,11.85,True
347773,DM,347773,11.85,True
347782,DM,347782,14.4,True
347825,DM,347825,81.6,True
34800-93J13,SO,34800-93J13,63.32,True
34830-87J20,SO,34830-87J20,47.77,True
34840-87L01,SO,34840-87L01,134.07,True
